spectrum,wavelength_nm,T_exp,T_fit,RMSE,layer_1_matrix,layer_1_thickness_nm,layer_1_matrix_shape,layer_1_inc_1_material,layer_1_inc_1_shape,layer_1_inc_1_fraction,layer_1_matrix_fraction,layer_2_matrix,layer_2_thickness_nm,layer_2_matrix_shape,layer_2_inc_1_material,layer_2_inc_1_shape,layer_2_inc_1_fraction,layer_2_matrix_fraction,layer_3_matrix,layer_3_thickness_nm,layer_3_matrix_shape,layer_3_matrix_fraction
36,471.7523313675057,0.08965517241379312,0.02581945482960921,0.016632982114363374,Cu,35.57493969798088,sphere,Cu2O,sphere,0.0,1.0,Cu2O,92.23155361413956,sphere,CuO,sphere,0.0,1.0,CuO,7.481204926967621,sphere,1.0
36,472.18032326737296,0.08873720136518772,0.02603616202412493,0.016632982114363374,Cu,35.57493969798088,sphere,Cu2O,sphere,0.0,1.0,Cu2O,92.23155361413956,sphere,CuO,sphere,0.0,1.0,CuO,7.481204926967621,sphere,1.0
36,472.60830444048497,0.0876263842079923,0.026253398422794144,0.016632982114363374,Cu,35.57493969798088,sphere,Cu2O,sphere,0.0,1.0,Cu2O,92.23155361413956,sphere,CuO,sphere,0.0,1.0,CuO,7.481204926967621,sphere,1.0
36,473.03627488684185,0.08699287410926368,0.026472257412594426,0.016632982114363374,Cu,35.57493969798088,sphere,Cu2O,sphere,0.0,1.0,Cu2O,92.23155361413956,sphere,CuO,sphere,0.0,1.0,CuO,7.481204926967621,sphere,1.0
36,473.46423460644354,0.08706994328922497,0.02669183874700871,0.016632982114363374,Cu,35.57493969798088,sphere,Cu2O,sphere,0.0,1.0,Cu2O,92.23155361413956,sphere,CuO,sphere,0.0,1.0,CuO,7.481204926967621,sphere,1.0
36,473.89218359929004,0.08607359105728925,0.026912872303161573,0.016632982114363374,Cu,35.57493969798088,sphere,Cu2O,sphere,0.0,1.0,Cu2O,92.23155361413956,sphere,CuO,sphere,0.0,1.0,CuO,7.481204926967621,sphere,1.0
36,474.32012186538134,0.08639260969976906,0.027135181621641535,0.016632982114363374,Cu,35.57493969798088,sphere,Cu2O,sphere,0.0,1.0,Cu2O,92.23155361413956,sphere,CuO,sphere,0.0,1.0,CuO,7.481204926967621,sphere,1.0
36,474.74804940471745,0.08508924485125859,0.02735872197007289,0.016632982114363374,Cu,35.57493969798088,sphere,Cu2O,sphere,0.0,1.0,Cu2O,92.23155361413956,sphere,CuO,sphere,0.0,1.0,CuO,7.481204926967621,sphere,1.0
36,475.1759662172984,0.08578181818181818,0.0275838540576033,0.016632982114363374,Cu,35.57493969798088,sphere,Cu2O,sphere,0.0,1.0,Cu2O,92.23155361413956,sphere,CuO,sphere,0.0,1.0,CuO,7.481204926967621,sphere,1.0
36,475.60387230312415,0.08495511669658887,0.027810250276051465,0.016632982114363374,Cu,35.57493969798088,sphere,Cu2O,sphere,0.0,1.0,Cu2O,92.23155361413956,sphere,CuO,sphere,0.0,1.0,CuO,7.481204926967621,sphere,1.0
36,476.03176766219474,0.08355239786856128,0.028038287541903236,0.016632982114363374,Cu,35.57493969798088,sphere,Cu2O,sphere,0.0,1.0,Cu2O,92.23155361413956,sphere,CuO,sphere,0.0,1.0,CuO,7.481204926967621,sphere,1.0
36,476.45965229451014,0.0834250764525994,0.028267922935778202,0.016632982114363374,Cu,35.57493969798088,sphere,Cu2O,sphere,0.0,1.0,Cu2O,92.23155361413956,sphere,CuO,sphere,0.0,1.0,CuO,7.481204926967621,sphere,1.0
36,476.88752620007034,0.0833477135461605,0.028499193088989388,0.016632982114363374,Cu,35.57493969798088,sphere,Cu2O,sphere,0.0,1.0,Cu2O,92.23155361413956,sphere,CuO,sphere,0.0,1.0,CuO,7.481204926967621,sphere,1.0
36,477.31538937887535,0.0826973965002134,0.02873222956278941,0.016632982114363374,Cu,35.57493969798088,sphere,Cu2O,sphere,0.0,1.0,Cu2O,92.23155361413956,sphere,CuO,sphere,0.0,1.0,CuO,7.481204926967621,sphere,1.0
36,477.74324183092523,0.08344449134655973,0.028967119838921383,0.016632982114363374,Cu,35.57493969798088,sphere,Cu2O,sphere,0.0,1.0,Cu2O,92.23155361413956,sphere,CuO,sphere,0.0,1.0,CuO,7.481204926967621,sphere,1.0
